id,year,month,day,td,pd,cloudd,precipd,wdird,wsd,tn,pn,cloudn,precipn,wdirn,wsn
3445,2006,10,30,0.0,743.0,dull,,СВ,4.0,0.0,744.0,dull,snow,СВ,4.0
3446,2006,10,31,1.0,746.0,suncl,,З,2.0,-1.0,747.0,sun,,З,2.0
3447,2006,11,1,1.0,741.0,suncl,,Ю,7.0,1.0,740.0,dull,,Ю,7.0
3448,2006,11,2,4.0,738.0,dull,rain,Ю,2.0,1.0,738.0,dull,,Ю,2.0
3449,2006,11,3,2.0,740.0,dull,,З,3.0,0.0,743.0,dull,,З,3.0
3450,2006,11,4,-2.0,738.0,dull,snow,С,3.0,-3.0,741.0,dull,snow,С,3.0
3451,2006,11,5,-3.0,744.0,sun,,Ю,2.0,-7.0,744.0,sunc,,Ю,2.0
3452,2006,11,6,-3.0,745.0,suncl,,Ю,2.0,-5.0,744.0,sunc,,Ю,2.0
3453,2006,11,7,-3.0,739.0,dull,,З,1.0,-5.0,739.0,dull,,З,1.0
3454,2006,11,8,3.0,738.0,dull,,З,4.0,2.0,740.0,dull,,З,4.0
3455,2006,11,9,3.0,738.0,dull,,Ю,1.0,2.0,736.0,dull,snow,Ю,1.0
3456,2006,11,10,4.0,733.0,dull,rain,Ю,2.0,2.0,735.0,dull,rain,Ю,2.0
3457,2006,11,11,-3.0,743.0,dull,snow,СЗ,3.0,-4.0,744.0,dull,,СЗ,3.0
3458,2006,11,12,-2.0,743.0,dull,,Ю,1.0,-2.0,742.0,dull,,Ю,1.0
3459,2006,11,13,1.0,739.0,dull,,Ю,2.0,0.0,739.0,dull,snow,Ю,2.0
3460,2006,11,14,0.0,738.0,dull,snow,СВ,1.0,0.0,738.0,dull,snow,СВ,1.0
3461,2006,11,15,0.0,738.0,dull,snow,СЗ,3.0,0.0,739.0,dull,,СЗ,3.0
3462,2006,11,16,-1.0,740.0,dull,snow,СЗ,2.0,-1.0,741.0,dull,,СЗ,2.0
3463,2006,11,17,-1.0,750.0,dull,,С,3.0,-1.0,751.0,dull,,С,3.0
3464,2006,11,18,-1.0,758.0,dull,,С,1.0,-2.0,758.0,dull,,С,1.0
3465,2006,11,19,-1.0,756.0,dull,,Ю,1.0,-1.0,755.0,dull,,Ю,1.0
3466,2006,11,20,0.0,753.0,dull,rain,ЮЗ,2.0,0.0,753.0,dull,,ЮЗ,2.0
3467,2006,11,21,1.0,750.0,dull,,Ю,2.0,1.0,750.0,dull,,Ю,2.0
3468,2006,11,22,-1.0,750.0,dull,,Ю,3.0,-1.0,750.0,dull,,Ю,3.0
3469,2006,11,23,0.0,752.0,dull,snow,Ю,2.0,0.0,752.0,dull,,Ю,2.0
3470,2006,11,24,1.0,753.0,dull,rain,Ю,3.0,1.0,752.0,dull,rain,Ю,3.0
3471,2006,11,25,4.0,751.0,dull,,ЮЗ,1.0,4.0,753.0,sun,,ЮЗ,1.0
3472,2006,11,26,3.0,756.0,dull,,Ш,0.0,3.0,756.0,dull,,Ш,0.0
3473,2006,11,27,3.0,748.0,dull,rain,Ю,4.0,5.0,747.0,dull,rain,Ю,4.0
3474,2006,11,28,5.0,753.0,dull,rain,С,1.0,2.0,754.0,dull,,С,1.0
3475,2006,11,29,3.0,755.0,dull,,З,2.0,3.0,754.0,dull,,З,2.0
3476,2006,11,30,5.0,750.0,dull,,ЮЗ,3.0,3.0,748.0,dull,rain,ЮЗ,3.0
3477,2006,12,1,4.0,746.0,dull,,СЗ,3.0,3.0,747.0,dull,,СЗ,3.0
3478,2006,12,2,5.0,745.0,dull,,СЗ,3.0,4.0,746.0,dull,,СЗ,3.0
3479,2006,12,3,3.0,745.0,dull,,ЮЗ,3.0,2.0,743.0,dull,,ЮЗ,3.0
3480,2006,12,4,3.0,745.0,dull,,З,2.0,2.0,745.0,dull,,З,2.0
3481,2006,12,5,0.0,744.0,dull,,Ю,2.0,1.0,744.0,dull,,Ю,2.0
3482,2006,12,6,4.0,745.0,dull,,ЮЗ,3.0,5.0,745.0,dull,,ЮЗ,3.0
3483,2006,12,7,7.0,745.0,suncl,,ЮЗ,4.0,3.0,747.0,dull,,ЮЗ,4.0
3484,2006,12,8,4.0,751.0,dull,,Ю,1.0,4.0,751.0,dull,,Ю,1.0
3485,2006,12,9,5.0,755.0,dull,,Ю,4.0,3.0,756.0,dull,,Ю,4.0
3486,2006,12,10,3.0,756.0,dull,,Ю,4.0,2.0,756.0,dull,,Ю,4.0
3487,2006,12,11,2.0,756.0,dull,,ЮЗ,4.0,2.0,755.0,dull,,ЮЗ,4.0
3488,2006,12,12,3.0,754.0,dull,,Ю,3.0,2.0,754.0,dull,,Ю,3.0
3489,2006,12,13,1.0,752.0,dull,,Ю,4.0,1.0,752.0,dull,,Ю,4.0
3490,2006,12,14,1.0,751.0,dull,,ЮЗ,3.0,1.0,751.0,dull,,ЮЗ,3.0
3491,2006,12,15,5.0,742.0,dull,,З,5.0,7.0,739.0,dull,rain,З,5.0
3492,2006,12,16,6.0,743.0,suncl,,З,3.0,5.0,743.0,suncl,,З,3.0
3493,2006,12,17,3.0,738.0,dull,,З,4.0,1.0,741.0,sun,,З,4.0
3494,2006,12,18,0.0,747.0,dull,,ЮЗ,3.0,0.0,746.0,sunc,,ЮЗ,3.0
3495,2006,12,19,-1.0,749.0,sun,,З,3.0,-2.0,747.0,dull,,З,3.0
3496,2006,12,20,-5.0,753.0,sunc,,С,3.0,-8.0,756.0,suncl,,С,3.0
3497,2006,12,21,-5.0,756.0,dull,,ЮЗ,2.0,-3.0,754.0,dull,,ЮЗ,2.0
3498,2006,12,22,0.0,748.0,dull,,СЗ,4.0,0.0,745.0,dull,,СЗ,4.0
3499,2006,12,23,0.0,739.0,dull,snow,СЗ,5.0,0.0,742.0,dull,,СЗ,5.0
3500,2006,12,24,-1.0,736.0,dull,snow,ЮЗ,2.0,-1.0,735.0,dull,snow,ЮЗ,2.0
3501,2006,12,25,-5.0,741.0,suncl,,С,6.0,-9.0,744.0,suncl,,С,6.0
3502,2006,12,26,-7.0,748.0,suncl,,СЗ,2.0,-13.0,749.0,suncl,,СЗ,2.0
3503,2006,12,27,-2.0,738.0,dull,,ЮЗ,3.0,0.0,736.0,dull,,ЮЗ,3.0
3504,2006,12,28,2.0,732.0,suncl,,З,3.0,0.0,729.0,dull,,З,3.0
3505,2006,12,29,-4.0,741.0,sunc,,СЗ,4.0,-7.0,744.0,sun,,СЗ,4.0
3506,2006,12,30,-4.0,750.0,dull,snow,Ш,0.0,-6.0,752.0,suncl,,Ш,0.0
3507,2006,12,31,-2.0,749.0,dull,,ЮЗ,4.0,0.0,744.0,dull,,ЮЗ,4.0
3508,2009,1,1,-5.0,739.0,dull,snow,ЮЗ,2.0,-5.0,739.0,suncl,,ЮЗ,2.0
3509,2009,1,2,-10.0,742.0,sun,,З,3.0,-15.0,742.0,sunc,,З,3.0
3510,2009,1,3,-13.0,743.0,suncl,,ЮЗ,2.0,-19.0,743.0,sun,,ЮЗ,2.0
3511,2009,1,4,-12.0,740.0,sun,,СЗ,1.0,-18.0,742.0,dull,,СЗ,1.0
3512,2009,1,5,-17.0,746.0,dull,,ЮЗ,1.0,-20.0,748.0,sunc,,ЮЗ,1.0
3513,2009,1,6,-14.0,748.0,sunc,,ЮЗ,3.0,-14.0,746.0,sunc,,ЮЗ,3.0
3514,2009,1,7,-12.0,744.0,dull,,ЮЗ,7.0,-15.0,745.0,suncl,,ЮЗ,7.0
3515,2009,1,8,-12.0,744.0,dull,snow,Ю,3.0,-14.0,744.0,dull,snow,Ю,3.0
3516,2009,1,9,-13.0,742.0,dull,snow,Ю,2.0,-11.0,740.0,dull,snow,Ю,2.0
3517,2009,1,10,-13.0,749.0,dull,snow,С,3.0,-17.0,753.0,sun,,С,3.0
3518,2009,1,11,-9.0,750.0,dull,,ЮЗ,2.0,-7.0,750.0,dull,snow,ЮЗ,2.0
3519,2009,1,12,0.0,744.0,dull,snow,З,3.0,0.0,744.0,dull,,З,3.0
3520,2009,1,13,1.0,746.0,sun,,ЮЗ,4.0,-5.0,746.0,sun,,ЮЗ,4.0
3521,2009,1,14,-3.0,748.0,dull,,ЮЗ,2.0,-2.0,749.0,dull,,ЮЗ,2.0
3522,2009,1,15,-3.0,748.0,dull,,Ю,2.0,-2.0,744.0,dull,snow,Ю,2.0
3523,2009,1,16,-2.0,746.0,dull,,ЮЗ,2.0,-2.0,748.0,dull,snow,ЮЗ,2.0
3524,2009,1,17,-3.0,754.0,dull,snow,В,4.0,-3.0,754.0,dull,,В,4.0
3525,2009,1,18,-5.0,750.0,dull,snow,В,3.0,-6.0,747.0,dull,snow,В,3.0
3526,2009,1,19,-3.0,745.0,dull,snow,Ю,2.0,-6.0,744.0,dull,,Ю,2.0
3527,2009,1,20,-7.0,749.0,suncl,,З,2.0,-12.0,751.0,sun,,З,2.0
3528,2009,1,21,-6.0,756.0,suncl,,Ю,2.0,-7.0,757.0,suncl,,Ю,2.0
3529,2009,1,22,-1.0,754.0,dull,,Ю,6.0,-1.0,752.0,dull,,Ю,6.0
3530,2009,1,23,-2.0,745.0,suncl,,Ю,6.0,-3.0,744.0,sunc,,Ю,6.0
3531,2009,1,24,-2.0,742.0,dull,snow,ЮВ,3.0,0.0,742.0,dull,,ЮВ,3.0
3532,2009,1,25,1.0,745.0,dull,,ЮВ,4.0,1.0,746.0,dull,,ЮВ,4.0
3533,2009,1,26,-6.0,747.0,dull,,ЮВ,3.0,-5.0,747.0,dull,snow,ЮВ,3.0
3534,2009,1,27,-2.0,749.0,dull,,Ю,2.0,-4.0,750.0,dull,,Ю,2.0
3535,2009,1,28,-2.0,750.0,dull,,ЮВ,2.0,-2.0,749.0,dull,,ЮВ,2.0
3536,2009,1,29,1.0,746.0,dull,,З,2.0,-1.0,745.0,dull,,З,2.0
3537,2009,1,30,-2.0,748.0,dull,,СЗ,2.0,-5.0,749.0,dull,,СЗ,2.0
3538,2009,1,31,-12.0,754.0,sunc,,С,4.0,-16.0,755.0,sunc,,С,4.0
3539,2009,2,1,-16.0,756.0,sun,,С,2.0,-19.0,757.0,sun,,С,2.0
3540,2009,2,2,-17.0,757.0,sunc,,ЮЗ,2.0,-18.0,756.0,sun,,ЮЗ,2.0
3541,2009,2,3,-7.0,753.0,sun,,З,3.0,-12.0,753.0,sun,,З,3.0
3542,2009,2,4,-8.0,745.0,dull,,Ю,3.0,-5.0,740.0,dull,snow,Ю,3.0
3543,2009,2,5,-6.0,741.0,dull,,С,2.0,-11.0,742.0,sunc,,С,2.0
3544,2009,2,6,-11.0,744.0,dull,,В,3.0,-10.0,744.0,dull,,В,3.0
3545,2009,2,7,-2.0,743.0,dull,,Ю,3.0,-1.0,744.0,dull,,Ю,3.0
3546,2009,2,8,1.0,745.0,dull,,Ю,3.0,1.0,746.0,dull,,Ю,3.0
3547,2009,2,9,1.0,745.0,dull,,Ю,4.0,0.0,743.0,dull,,Ю,4.0
3548,2009,2,10,-1.0,742.0,dull,snow,ЮВ,5.0,-1.0,742.0,dull,snow,ЮВ,5.0
3549,2009,2,11,-2.0,744.0,dull,,Ю,2.0,-4.0,744.0,dull,snow,Ю,2.0
3550,2009,2,12,-2.0,747.0,dull,,ЮВ,3.0,-2.0,748.0,dull,,ЮВ,3.0
3551,2009,2,13,0.0,747.0,dull,,ЮВ,2.0,-1.0,747.0,dull,,ЮВ,2.0
3552,2009,2,14,1.0,744.0,dull,,ЮВ,5.0,1.0,746.0,dull,,ЮВ,5.0
3553,2009,2,15,1.0,744.0,dull,,Ю,6.0,0.0,745.0,dull,rain,Ю,6.0
3554,2009,2,16,-1.0,746.0,dull,,В,3.0,-1.0,745.0,dull,,В,3.0
3555,2009,2,17,1.0,746.0,dull,,Ю,3.0,1.0,748.0,dull,rain,Ю,3.0
3556,2009,2,18,-1.0,749.0,dull,,ЮЗ,3.0,-4.0,752.0,dull,,ЮЗ,3.0
3557,2009,2,19,-3.0,756.0,suncl,,З,1.0,-4.0,756.0,suncl,,З,1.0
3558,2009,2,20,0.0,756.0,sun,,В,2.0,-4.0,758.0,sun,,В,2.0
3559,2009,2,21,-6.0,761.0,sunc,,В,3.0,-10.0,761.0,sun,,В,3.0
3560,2009,2,22,-10.0,757.0,sun,,ЮВ,2.0,-11.0,756.0,suncl,,ЮВ,2.0
3561,2009,2,23,-12.0,753.0,dull,snow,ЮВ,1.0,-12.0,753.0,dull,snow,ЮВ,1.0
3562,2009,2,24,-8.0,755.0,sunc,,Ю,2.0,-12.0,754.0,sunc,,Ю,2.0
3563,2009,2,25,-6.0,752.0,suncl,,ЮЗ,3.0,-10.0,751.0,dull,,ЮЗ,3.0
3564,2009,2,26,-2.0,747.0,dull,,Ю,3.0,-6.0,747.0,suncl,,Ю,3.0
3565,2009,2,27,-3.0,746.0,suncl,,Ю,5.0,-6.0,745.0,sunc,,Ю,5.0
3566,2009,2,28,-2.0,744.0,dull,,ЮВ,2.0,-3.0,744.0,dull,,ЮВ,2.0
3567,2009,3,1,1.0,742.0,dull,snow,С,2.0,0.0,742.0,dull,snow,С,2.0
3568,2009,3,2,-2.0,742.0,dull,,СВ,4.0,-3.0,742.0,dull,snow,СВ,4.0
3569,2009,3,3,1.0,744.0,dull,,С,2.0,-2.0,747.0,dull,,С,2.0
3570,2009,3,4,-4.0,751.0,dull,,ЮЗ,2.0,-5.0,751.0,dull,,ЮЗ,2.0
3571,2009,3,5,0.0,752.0,dull,,З,2.0,-6.0,751.0,sunc,,З,2.0
3572,2009,3,6,-2.0,751.0,sunc,,ЮЗ,2.0,-7.0,751.0,suncl,,ЮЗ,2.0
3573,2009,3,7,-1.0,750.0,dull,,В,3.0,-3.0,748.0,dull,snow,В,3.0
3574,2009,3,8,-1.0,745.0,dull,,ЮВ,5.0,0.0,743.0,dull,rain,ЮВ,5.0
3575,2009,3,9,-2.0,740.0,dull,,ЮВ,4.0,-2.0,740.0,dull,snow,ЮВ,4.0
3576,2009,3,10,-1.0,736.0,dull,snow,ЮВ,2.0,1.0,737.0,dull,,ЮВ,2.0
3577,2009,3,11,2.0,743.0,dull,,ЮЗ,2.0,1.0,745.0,dull,,ЮЗ,2.0
3578,2009,3,12,4.0,747.0,suncl,,З,3.0,-1.0,748.0,dull,,З,3.0
3579,2009,3,13,3.0,750.0,suncl,,ЮЗ,2.0,-2.0,750.0,suncl,,ЮЗ,2.0
3580,2009,3,14,1.0,752.0,sun,,С,2.0,-3.0,752.0,sun,,С,2.0
3581,2009,3,15,-2.0,755.0,dull,,Ю,1.0,-5.0,755.0,suncl,,Ю,1.0
3582,2009,3,16,-1.0,756.0,dull,,ЮЗ,1.0,-5.0,756.0,dull,,ЮЗ,1.0
3583,2009,3,17,0.0,752.0,suncl,,ЮЗ,2.0,-4.0,750.0,sunc,,ЮЗ,2.0
3584,2009,3,18,2.0,748.0,sunc,,Ю,2.0,0.0,749.0,dull,,Ю,2.0
3585,2009,3,19,3.0,750.0,suncl,,ЮВ,3.0,-1.0,751.0,sun,,ЮВ,3.0
3586,2009,3,20,3.0,752.0,sunc,,З,2.0,2.0,752.0,sun,,З,2.0
3587,2009,3,21,-1.0,739.0,dull,snow,ЮЗ,6.0,-1.0,737.0,dull,snow,ЮЗ,6.0
3588,2009,3,22,-1.0,733.0,suncl,,СЗ,4.0,-6.0,733.0,dull,,СЗ,4.0
3589,2009,3,23,-1.0,736.0,sunc,,ЮЗ,3.0,-6.0,737.0,sun,,ЮЗ,3.0
3590,2009,3,24,-3.0,735.0,dull,,В,5.0,-2.0,735.0,dull,snow,В,5.0
3591,2009,3,25,3.0,732.0,dull,,Ю,6.0,1.0,734.0,dull,,Ю,6.0
3592,2009,3,26,-1.0,738.0,dull,,З,5.0,-4.0,741.0,sunc,,З,5.0
3593,2009,3,27,0.0,748.0,sun,,ЮЗ,2.0,-5.0,749.0,sun,,ЮЗ,2.0
3594,2009,3,28,3.0,753.0,sunc,,ЮЗ,2.0,-2.0,753.0,suncl,,ЮЗ,2.0
3595,2009,3,29,4.0,755.0,dull,,ЮЗ,3.0,2.0,754.0,suncl,,ЮЗ,3.0
3596,2009,3,30,6.0,753.0,dull,,Ю,4.0,5.0,751.0,dull,,Ю,4.0
3597,2009,3,31,4.0,749.0,dull,rain,ЮЗ,1.0,2.0,749.0,sun,,ЮЗ,1.0
3598,2009,4,1,5.0,746.0,suncl,,ЮЗ,3.0,4.0,743.0,dull,,ЮЗ,3.0
3599,2009,4,2,3.0,745.0,dull,,СЗ,5.0,0.0,747.0,sunc,,СЗ,5.0
3600,2009,4,3,1.0,746.0,dull,snow,ЮЗ,3.0,1.0,742.0,dull,rain,ЮЗ,3.0
3601,2009,4,4,3.0,745.0,suncl,,С,4.0,0.0,747.0,sun,,С,4.0
3602,2009,4,5,3.0,748.0,dull,,ЮЗ,4.0,2.0,746.0,dull,,ЮЗ,4.0
3603,2009,4,6,6.0,744.0,dull,,Ю,1.0,5.0,740.0,dull,rain,Ю,1.0
3604,2009,4,7,2.0,746.0,dull,,С,4.0,1.0,748.0,suncl,,С,4.0
3605,2009,4,8,2.0,753.0,suncl,,В,2.0,0.0,753.0,suncl,,В,2.0
3606,2009,4,9,3.0,755.0,suncl,,СЗ,1.0,0.0,755.0,sunc,,СЗ,1.0
3607,2009,4,10,3.0,758.0,sun,,В,3.0,-1.0,758.0,sun,,В,3.0
3608,2009,4,11,6.0,758.0,sun,,ЮЗ,3.0,0.0,757.0,sun,,ЮЗ,3.0
3609,2009,4,12,10.0,756.0,suncl,,ЮЗ,3.0,4.0,755.0,suncl,,ЮЗ,3.0
3610,2009,4,13,14.0,753.0,sun,,ЮЗ,2.0,6.0,752.0,sun,,ЮЗ,2.0
3611,2009,4,14,15.0,748.0,sunc,,ЮЗ,1.0,8.0,748.0,sun,,ЮЗ,1.0
3612,2009,4,15,16.0,746.0,suncl,,СВ,2.0,8.0,746.0,dull,,СВ,2.0
3613,2009,4,16,4.0,748.0,dull,,С,5.0,0.0,750.0,dull,,С,5.0
3614,2009,4,17,7.0,748.0,suncl,,Ю,3.0,4.0,745.0,suncl,,Ю,3.0
3615,2009,4,18,4.0,736.0,dull,,З,4.0,2.0,739.0,sun,,З,4.0
3616,2009,4,19,0.0,746.0,suncl,snow,З,5.0,-1.0,749.0,sun,,З,5.0
3617,2009,4,20,7.0,743.0,suncl,,СЗ,4.0,1.0,744.0,suncl,,СЗ,4.0
3618,2009,4,21,2.0,745.0,dull,snow,СЗ,7.0,-1.0,748.0,sunc,,СЗ,7.0
3619,2009,4,22,4.0,749.0,sunc,,С,5.0,3.0,749.0,dull,,С,5.0
3620,2009,4,23,9.0,747.0,sunc,,СЗ,4.0,4.0,747.0,sun,,СЗ,4.0
3621,2009,4,24,11.0,750.0,suncl,,СЗ,3.0,8.0,750.0,dull,,СЗ,3.0
3622,2009,4,25,13.0,752.0,suncl,,З,5.0,8.0,750.0,sunc,,З,5.0
3623,2009,4,26,19.0,751.0,sun,,СЗ,2.0,14.0,750.0,sun,,СЗ,2.0
3624,2009,4,27,23.0,751.0,sunc,,З,5.0,17.0,750.0,sun,,З,5.0
3625,2009,4,28,24.0,749.0,sunc,,СЗ,3.0,17.0,748.0,sun,,СЗ,3.0
3626,2009,4,29,25.0,746.0,sunc,,З,4.0,16.0,744.0,sun,,З,4.0
3627,2009,4,30,22.0,742.0,sunc,,СВ,5.0,9.0,744.0,dull,rain,СВ,5.0
3628,2009,5,1,14.0,749.0,sun,,С,5.0,10.0,750.0,sun,,С,5.0
3629,2009,5,2,15.0,752.0,sun,,СЗ,3.0,10.0,751.0,sun,,СЗ,3.0
3630,2009,5,3,20.0,751.0,sunc,,З,2.0,13.0,750.0,sun,,З,2.0
3631,2009,5,4,23.0,748.0,sunc,,ЮЗ,3.0,16.0,747.0,sun,,ЮЗ,3.0
3632,2009,5,5,22.0,746.0,suncl,,Ю,2.0,15.0,745.0,sunc,,Ю,2.0
3633,2009,5,6,23.0,743.0,dull,,Ю,6.0,17.0,742.0,dull,,Ю,6.0
3634,2009,5,7,14.0,740.0,suncl,,З,2.0,10.0,741.0,sun,,З,2.0
3635,2009,5,8,17.0,746.0,dull,,СЗ,1.0,12.0,746.0,sunc,,СЗ,1.0
3636,2009,5,9,20.0,748.0,suncl,,С,2.0,14.0,748.0,sunc,,С,2.0
3637,2009,5,10,22.0,749.0,suncl,,С,1.0,15.0,749.0,sunc,,С,1.0
3638,2009,5,11,24.0,748.0,dull,,Ю,2.0,16.0,747.0,dull,,Ю,2.0
3639,2009,5,12,23.0,744.0,suncl,,ЮЗ,5.0,19.0,742.0,suncl,,ЮЗ,5.0
3640,2009,5,13,17.0,736.0,dull,,Ю,8.0,9.0,737.0,dull,,Ю,8.0
3641,2009,5,14,10.0,737.0,dull,storm,ЮЗ,6.0,8.0,737.0,suncl,,ЮЗ,6.0
3642,2009,5,15,8.0,739.0,dull,rain,Ю,1.0,9.0,740.0,dull,,Ю,1.0
3643,2009,5,16,11.0,746.0,dull,,СЗ,3.0,10.0,748.0,dull,,СЗ,3.0
3644,2009,5,17,10.0,749.0,dull,,С,2.0,8.0,749.0,suncl,,С,2.0
3645,2009,5,18,15.0,749.0,suncl,,С,3.0,10.0,750.0,sunc,,С,3.0
3646,2009,5,19,17.0,750.0,dull,,СЗ,3.0,11.0,749.0,sun,,СЗ,3.0
3647,2009,5,20,19.0,749.0,suncl,,З,3.0,14.0,748.0,dull,,З,3.0
3648,2009,5,21,15.0,747.0,suncl,,СЗ,2.0,9.0,748.0,suncl,,СЗ,2.0
3649,2009,5,22,19.0,749.0,dull,,ЮЗ,3.0,17.0,747.0,dull,,ЮЗ,3.0
3650,2009,5,23,16.0,738.0,dull,,Ю,5.0,16.0,736.0,suncl,,Ю,5.0
3651,2009,5,24,17.0,737.0,suncl,,ЮЗ,4.0,11.0,737.0,sunc,,ЮЗ,4.0
3652,2009,5,25,12.0,737.0,dull,,С,6.0,10.0,738.0,dull,,С,6.0
3653,2009,5,26,15.0,744.0,suncl,,С,3.0,14.0,745.0,sun,,С,3.0
3654,2009,5,27,23.0,749.0,suncl,,СЗ,2.0,15.0,749.0,sunc,,СЗ,2.0
3655,2009,5,28,24.0,748.0,suncl,,З,3.0,18.0,748.0,sunc,,З,3.0
3656,2009,5,29,24.0,752.0,sunc,,В,2.0,20.0,752.0,sunc,,В,2.0
3657,2009,5,30,24.0,754.0,suncl,,С,3.0,20.0,754.0,sun,,С,3.0
3658,2009,5,31,23.0,755.0,sunc,,С,3.0,21.0,755.0,sun,,С,3.0
3659,2009,6,1,26.0,753.0,suncl,,З,2.0,20.0,750.0,sun,,З,2.0
3660,2009,6,2,25.0,745.0,suncl,,ЮЗ,4.0,16.0,744.0,dull,storm,ЮЗ,4.0
3661,2009,6,3,25.0,737.0,suncl,,Ю,6.0,23.0,734.0,sunc,,Ю,6.0
3662,2009,6,4,21.0,737.0,dull,,Ю,4.0,16.0,738.0,dull,,Ю,4.0
3663,2009,6,5,18.0,744.0,suncl,,ЮЗ,4.0,13.0,743.0,sunc,,ЮЗ,4.0
3664,2009,6,6,13.0,743.0,dull,rain,З,3.0,11.0,743.0,dull,,З,3.0
3665,2009,6,7,18.0,747.0,suncl,,Ю,2.0,13.0,744.0,dull,,Ю,2.0
3666,2009,6,8,19.0,744.0,dull,rain,ЮЗ,3.0,18.0,747.0,sunc,,ЮЗ,3.0
3667,2009,6,9,21.0,752.0,suncl,,З,1.0,17.0,752.0,sunc,,З,1.0
3668,2009,6,10,23.0,752.0,dull,,Ю,2.0,23.0,750.0,suncl,,Ю,2.0
3669,2009,6,11,31.0,748.0,suncl,,ЮЗ,4.0,30.0,748.0,sun,,ЮЗ,4.0
3670,2009,6,12,31.0,746.0,dull,,ЮВ,5.0,23.0,744.0,dull,,ЮВ,5.0
3671,2009,6,13,28.0,742.0,sunc,,Ю,5.0,17.0,744.0,dull,storm,Ю,5.0
3672,2009,6,14,21.0,748.0,dull,,ЮЗ,2.0,17.0,747.0,dull,rain,ЮЗ,2.0
3673,2009,6,15,21.0,748.0,dull,,ЮЗ,3.0,17.0,749.0,dull,,ЮЗ,3.0
3674,2009,6,16,24.0,748.0,sunc,,СЗ,2.0,19.0,747.0,sun,,СЗ,2.0
3675,2009,6,17,16.0,743.0,dull,rain,Ю,5.0,13.0,746.0,dull,,Ю,5.0
3676,2009,6,18,16.0,748.0,dull,,С,3.0,12.0,747.0,dull,,С,3.0
3677,2009,6,19,19.0,747.0,suncl,,СЗ,4.0,13.0,747.0,dull,rain,СЗ,4.0
3678,2009,6,20,15.0,748.0,dull,rain,Ш,0.0,14.0,747.0,suncl,,Ш,0.0
3679,2009,6,21,19.0,751.0,dull,,В,1.0,19.0,751.0,dull,,В,1.0
3680,2009,6,22,26.0,753.0,suncl,,В,3.0,22.0,753.0,sunc,,В,3.0
3681,2009,6,23,25.0,752.0,suncl,,В,3.0,19.0,752.0,dull,,В,3.0
3682,2009,6,24,13.0,752.0,dull,rain,В,3.0,13.0,752.0,dull,,В,3.0
3683,2009,6,25,16.0,751.0,dull,,В,2.0,14.0,751.0,dull,,В,2.0
3684,2009,6,26,22.0,753.0,dull,,СВ,3.0,19.0,753.0,suncl,,СВ,3.0
3685,2009,6,27,25.0,755.0,suncl,,В,2.0,21.0,755.0,sunc,,В,2.0
3686,2009,6,28,26.0,752.0,suncl,,ЮЗ,3.0,21.0,749.0,sunc,,ЮЗ,3.0
3687,2009,6,29,21.0,749.0,dull,,С,2.0,18.0,750.0,sunc,,С,2.0
3688,2009,6,30,18.0,754.0,suncl,,СВ,3.0,15.0,754.0,sunc,,СВ,3.0
3689,2009,7,1,20.0,754.0,suncl,,СЗ,2.0,15.0,753.0,sun,,СЗ,2.0
3690,2009,7,2,23.0,747.0,dull,,ЮЗ,3.0,16.0,744.0,dull,storm,ЮЗ,3.0
3691,2009,7,3,21.0,739.0,suncl,,С,4.0,16.0,738.0,suncl,,С,4.0
3692,2009,7,4,14.0,738.0,suncl,,СЗ,4.0,11.0,738.0,sunc,,СЗ,4.0
3693,2009,7,5,16.0,736.0,dull,,Ю,3.0,11.0,736.0,dull,rain,Ю,3.0
3694,2009,7,6,13.0,736.0,suncl,,СЗ,4.0,11.0,739.0,suncl,,СЗ,4.0
3695,2009,7,7,19.0,745.0,suncl,,З,2.0,13.0,746.0,sun,,З,2.0
3696,2009,7,8,23.0,748.0,sunc,,Ю,3.0,20.0,746.0,dull,,Ю,3.0
3697,2009,7,9,23.0,744.0,suncl,,ЮВ,4.0,21.0,744.0,dull,,ЮВ,4.0
3698,2009,7,10,26.0,743.0,dull,,З,2.0,18.0,744.0,dull,,З,2.0
3699,2009,7,11,24.0,747.0,suncl,,С,2.0,20.0,747.0,suncl,,С,2.0
3700,2009,7,12,25.0,748.0,dull,,В,3.0,22.0,747.0,suncl,,В,3.0
3701,2009,7,13,29.0,745.0,suncl,,ЮВ,3.0,26.0,744.0,suncl,,ЮВ,3.0
3702,2009,7,14,27.0,746.0,dull,,Ю,3.0,26.0,746.0,suncl,,Ю,3.0
3703,2009,7,15,27.0,749.0,suncl,,С,3.0,23.0,750.0,sunc,,С,3.0
3704,2009,7,16,28.0,752.0,suncl,,ЮВ,3.0,20.0,751.0,sun,,ЮВ,3.0
3705,2009,7,17,30.0,746.0,dull,storm,Ю,3.0,21.0,746.0,suncl,,Ю,3.0
3706,2009,7,18,28.0,746.0,suncl,,СЗ,1.0,20.0,746.0,sunc,,СЗ,1.0
3707,2009,7,19,30.0,745.0,suncl,,СЗ,1.0,22.0,744.0,sunc,,СЗ,1.0
3708,2009,7,20,24.0,744.0,dull,,В,1.0,22.0,742.0,suncl,,В,1.0
3709,2009,7,21,23.0,743.0,suncl,,З,2.0,20.0,742.0,dull,,З,2.0
